COVLEX_ID	COVLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
324	seroteràpia	ca	01012021		seroteràpia			seroteràpia		Tractament d'una malaltia infecciosa mitjançant l'administració d'un antisèrum, que pot conferir immunització passiva	
325	serotip ||| serotipus ||| serovar	ca	01012021		serotip ||| serotipus ||| serovar			serotip	serotipus ||| serovar	Categoria taxonòmica subespecífica que s'aplica a les soques d'un microorganisme que presenten característiques antigèniques distintives.	NOTA: La denominació serotip i els sinònims serotipus i serovar deriven del fet que, inicialment, per a identificar les diferents soques de microorganismes s'usaven antisèrums específics.
326	servei de prevenció	ca	01012021		servei de prevenció			servei de prevenció		Conjunt de mitjans materials i humans necessaris per a dur a terme activitats preventives en un centre de treball amb l'objectiu de garantir la protecció de la salut i la seguretat a la feina.	
327	siltuximab	ca	01012021		siltuximab			siltuximab		Fàrmac antineoplàstic i immunomodulador que inhibeix la interleucina 6 mitjançant la formació de complexos d'alta afinitat.	NOTA: El siltuximab és un anticòs monoclonal quimèric que s'empra en el tractament de la malaltia de Castleman multicèntrica en pacients que són negatius per al VIH i l'herpesvirus humà 8. Se n'ha suggerit l'ús per al tractament de la COVID-19.  La denominació siltuximab és la forma catalana corresponent a la DCI.
328	símptoma	ca	01012021		símptoma			símptoma		Manifestació subjectiva percebuda pel pacient que indica la possible existència d'una malaltia.	NOTA: Convencionalment, es distingeix símptoma, anomalia només percebuda pel malalt mateix, de signe, anomalia objectivable.
329	sindèmia	ca	01012021		sindèmia			sindèmia		Epidèmia caracteritzada per la coexistència de dues o més malalties que interaccionen de manera sinergètica i produeixen una càrrega excessiva de malaltia en una població.	
330	síndrome del destret respiratori de l'adult ||| destret respiratori de l'adult ||| pulmó de xoc ||| síndrome del destret respiratori agut ||| SDRA	ca	01012021		síndrome del destret respiratori de l'adult ||| destret respiratori de l'adult ||| pulmó de xoc ||| síndrome del destret respiratori agut ||| SDRA			síndrome del destret respiratori de l'adult	destret respiratori de l'adult ||| pulmó de xoc ||| síndrome del destret respiratori agut ||| SDRA	Síndrome pulmonar, d'etiologia molt diversa, originada per un augment de la permeabilitat dels capil·lars pulmonars, caracteritzada per una insuficiència respiratòria molt greu, per infiltrats pulmonars bilaterals i difusos i per una disminució extrema de la distensibilitat dels pulmons, en absència de fallida ventricular esquerra.	
331	síndrome del destret respiratori del nadó ||| destret respiratori del nadó ||| displàsia alveolar congènita ||| pneumònia d'aspiració congènita	ca	01012021		síndrome del destret respiratori del nadó ||| destret respiratori del nadó ||| displàsia alveolar congènita ||| pneumònia d'aspiració congènita			síndrome del destret respiratori del nadó	destret respiratori del nadó ||| displàsia alveolar congènita ||| pneumònia d'aspiració congènita	Síndrome pulmonar amb un quadre d'insuficiència respiratòria, d'etiologia molt diversa, que es dona en nadons,més freqüentment en nadons prematurs, en infants de mare diabètica i en nascuts per cesària, i a vegades sense cap factor predisposant aparent.	
332	síndrome respiratòria aguda greu ||| SARS ||| SRAG	ca	01012021		síndrome respiratòria aguda greu ||| SARS ||| SRAG			síndrome respiratòria aguda greu	SARS ||| SRAG	Malaltia respiratòria d'origen víric causada pel coronavirus SARS-CoV, que es manifesta amb febre alta, tos seca, cefalees i miàlgies, de vegades amb diarrea, i que pot derivar en una pneumònia greu.	NOTA: 1. La síndrome respiratòria aguda greu es transmet principalment per contacte amb les gotetes respiratòries que genera una persona portadora del virus quan parla, tus o esternuda. NOTA: 2. La sigla SARS prové de la denominació anglesa severe acute respiratory syndrome i té un caràcter pràcticament internacional. La sigla SRAG és la corresponent a la denominació catalana.
333	síndrome respiratòria de l'Orient Mitjà ||| MERS	ca	01012021		síndrome respiratòria de l'Orient Mitjà ||| MERS			síndrome respiratòria de l'Orient Mitjà	MERS	Malaltia respiratòria causada pel coronavirus MERS-CoV, caracteritzada per febre, tos, pneumònia, dificultat respiratòria i afectació renal i que presenta una mortalitat alta.	
334	soca	ca	01012021		soca			soca		Variant genèticament estable d'un virus que difereix de la variant tipus de referència per a aquest virus en algun tret que li confereix un fenotip d'infecció signficativament diferent i observable.	
335	socialització	ca	01012021		socialització			socialització		Procés d'aprenentatge mitjançant el qual l'ésser humà interioritza les maneres de pensar, de sentir i d'actuar que són pròpies del medi sociocultural al qual pertany.	NOTA: Amb la pandèmia per COVID-19, moltes persones estan desenvolupant problemes per tornar a tenir contacte amb altra gent
336	supercontagiador -a ||| superpropagador -a	ca	01012021		supercontagiador -a ||| superpropagador -a			supercontagiador -a	superpropagador -a	Dit de la persona infectada o de la situació de contacte personal amb capacitat de transmetre una malaltia a un gran nombre de persones no infectades.	NOTA: Es considera que l'efecte de les persones supercontagiadores pot ser degut a la combinació d'una alta càrrega viral i una vida social molt intensa sense les precaucions adequades.
337	superfície contaminada	ca	01012021		superfície contaminada			superfície contaminada		Objecte o material en què s'han dipositat gotícules infectades per coronavirus.	NOTA: Es calcula que el SARS-CoV-2 pot romandre 3 hores a l'aire, 4 hores al coure, 24 hores al cartró i 72 hores al plàstic i l'acer inoxidable.
338	suport vital	ca	01012021		suport vital			suport vital		Conjunt de mesures que substitueixen una funció vital, les quals en algunes circumstàncies poden proporcionar el temps necessari per a la recuperació, si bé per si mateixes no reverteixen la malaltia del pacient.	NOTA: Per exemple, són mesures de suport vital la intubació traqueal, la respiració artificial o la depuració extrarenal.
339	susceptible	ca	01012021		susceptible			susceptible		Que no presenta immunitat contra una malaltia infecciosa determinada.	
340	taxa de letalitat	ca	01012021		taxa de letalitat			taxa de letalitat		Taxa que expressa el nombre de morts en una població de persones afectades per una malaltia o un problema de salut, per unitat de temps.	
341	taxa de mortalitat ||| índex de letalitat ||| índex de mortalitat ||| taxa bruta de mortalitat	ca	01012021		taxa de mortalitat ||| índex de letalitat ||| índex de mortalitat ||| taxa bruta de mortalitat			taxa de mortalitat	índex de letalitat ||| índex de mortalitat ||| taxa bruta de mortalitat	Nombre de defuncions durant un període de temps en un grup o comunitat determinats dividit pel nombre de persones que integren el grup referit durant el període esmentat.	
342	telemedicina	ca	01012021		telemedicina			telemedicina		Atenció no presencial d'un pacient basada en l'intercanvi d'informació entre professionals sanitaris o entre professionals sanitaris i pacients per mitjà de les TIC.	
343	teletreball ||| treball a distància	ca	01012021		teletreball ||| treball a distància			teletreball	treball a distància	Activitat professional realitzada físicament lluny d'un centre de producció o un centre de serveis, per mitjà de l'ús de les tecnologies de la informació i la comunicació i, especialment, de xarxes telemàtiques, com ara Internet.	
344	tempesta de citocines	ca	01012021		tempesta de citocines			tempesta de citocines		Situació de gran desequilibri immunitari, potencialment mortal, en què es produeix un fenomen de retroalimentació positiva incontrolable entre les citocines i les cèl·lules immunitàries davant determinats agents patògens.	
345	temps de protrombina ||| temps de Quick	ca	01012021		temps de protrombina ||| temps de Quick			temps de protrombina	temps de Quick	Prova per a determinar el temps de coagulació d'un plasma descalcificat en presència d'un excés de protrombocinasa tissular.	NOTA: El dímer-D, el fibrinogen i el temps de protrombina són tres paràmetres de coagulació que poden orientar sobre el pronòstic de la pneumònia per COVID-19.
346	temps de recuperació ||| temps de convalescència	ca	01012021		temps de recuperació ||| temps de convalescència			temps de recuperació	temps de convalescència	Període de temps després d'una malaltia, una lesió o una intervenció quirúrgica fins a la completa restauració de la salut.	
347	test d'anticossos	ca	01012021		test d'anticossos			test d'anticossos		Prova diagnòstica serològica basada en la detecció d'anticossos en la sang.	NOTA: Els tests d'anticossos de la COVID-19 determinen la quantitat d'immunoglobulines M (com a marcadors d'infecció recent) i d'immunoglobulines G (com a marcadors de postinfecció).
348	testatge massiu	ca	01012021		testatge massiu			testatge massiu		Estratègia per avaluar la presència d'alguna patologia en una gran part de la població mitjançant proves diagnòstiques.	NOTA: El testatge massiu de la població davant la pandèmia de COVID-19 és clau per a frenar la propagació del virus.
349	títol d'anticossos	ca	01012021		títol d'anticossos			títol d'anticossos		Estimació semiquantitativa de la concentració d'anticossos en una mostra de sang	
350	toc de queda	ca	01012021		toc de queda			toc de queda		Mesura governativa que, en circumstàncies excepcionals, prohibeix a la població civil el trànsit o la permanència al carrer durant determinades hores, especialment a la nit.	NOTA: 1. A més de la denominació toc de queda, convé tenir en compte que històricament també havia tingut ús en català la forma seny de lladre, constituïda pel nucli seny, en el sentit de 'senyal', i el complement de lladre, atribuït al fet que, a partir d'aquest senyal, qui fos trobat al carrer podia ser considerat i tractat com un lladre. NOTA: 2. També es documenta la forma cobrefoc, d'origen discutit i possiblement calcada del francès, que s'explica pel fet que, a partir de l'hora que s'aplicava, calia cobrir els focs de les llars. És una forma paral·lela al francès couvre-feu, l'italià coprifuoco i l'anglès curfew, probablement també d'origen francès.
351	tocilizumab	ca	01012021		tocilizumab			tocilizumab		Fàrmac immunomodulador que inhibeix el receptor de la interleucina 6.	NOTA: El tocilizumab és un anticòs monoclonal humanitzat que s'empra en el tractament de malalties inflamatòries i autoimmunitàries, com l'artritis reumatoide en adults i l'artritis idiopàtica juvenil sistèmica. Se n'ha suggerit l'ús per al tractament de la COVID-19.  La denominació tocilizumab és la forma catalana corresponent a la DCI.
352	tos	ca	01012021		tos			tos		Expulsió brusca, violenta i sorollosa de l'aire toràcic produïda per la irritació de les vies respiratòries o per un reflex nerviós originat en un altre òrgan.	
353	tos productiva	ca	01012021		tos productiva			tos productiva		Tos que va seguida d'expectoració.	
354	tos seca	ca	01012021		tos seca			tos seca		Tos que no va seguida d'expectoració.	
355	traçabilitat	ca	01012021		traçabilitat			traçabilitat		Capacitat de reproduir l'historial d'un producte o d'un fet esdevingut, a fi de localitzar ràpidament l'origen de problemes que puguin sorgir, controlar-los, resoldre'ls i, si és possible, evitar-los en el futur.	
356	oxigenoteràpia ||| tractament amb oxigen	ca	01012021		oxigenoteràpia ||| tractament amb oxigen			oxigenoteràpia	tractament amb oxigen	Tractament d'oxigenació, per via inhalatòria, indicat en la insuficiència respiratòria i en la malaltia pulmonar obstructiva crònica	NOTA: Les ulleres nasals, les màscares amb reservori i les màscares amb cilindre d'efecte Venturi són els sistemes d'administració d'oxigen més utilitzats en oxigenoteràpia; els dos primers són de baix flux (indicats en la insuficiència respiratòria crònica estable) i el darrer, d'alt flux (indicat en la insuficiència respiratòria aguda o en la malaltia crònica aguditzada).
357	tractament ambulatori	ca	01012021		tractament ambulatori			tractament ambulatori		Tractament que és compatible amb el desplaçament del malalt al centre mèdic.	
358	transmissió	ca	01012021		transmissió			transmissió		Contagi, comunicació o transferència de malalties infeccioses o de caràcters hereditaris.	
359	transmissió comunitària	ca	01012021		transmissió comunitària			transmissió comunitària		Transmissió local d'una malaltia infecciosa entre els membres d'una mateixa comunitat, que no és deguda a casos importats de fora de la comunitat.	NOTA: La transmissió comunitària es dona principalment entre familiars, amics i grups més o menys estables de persones relacionades per feina, lleure, educació, etc.
360	transmissió horitzontal	ca	01012021		transmissió horitzontal			transmissió horitzontal		Transmissió d'una infecció d'un individu a un altre, generalment per contacte a través de les seves secrecions.	
361	transmissió vertical	ca	01012021		transmissió vertical			transmissió vertical		Transmissió d'una infecció de la mare al fetus.	NOTA: La transmissió vertical es pot donar a través de la placenta, en el moment del part o per l'alletament natural.
362	traqueotomia	ca	01012021		traqueotomia			traqueotomia		Operació que consisteix a obrir la tràquea, ja sigui per a extreure'n un cos estrany, per a crear una traqueostomia o per a facilitar la respiració quan hi ha un obstacle a la part superior de l'aparell respiratori.	
363	trombe ||| trombus	ca	01012021		trombe ||| trombus			trombe	trombus	Massa de sang coagulada dins un vas, arterial o venós	NOTA: La denominació trombe està formada a partir del grec thrómbos 'coàgul'.
364	trombosi	ca	01012021		trombosi			trombosi		Coagulació intravascular de la sang arterial o venosa, que produeix l'oclusió o l'estretor de la llum del vas sanguini afectat i, com a conseqüència, una isquèmia o un infart del territori orgànic irrigat. NOTA: Una complicació de la trombosi és el despreniment de trombes i la formació d'una embòlia.	
365	ulleres nasals ||| cànula nasal	ca	01012021		ulleres nasals ||| cànula nasal			ulleres nasals	cànula nasal	Instrument utilitzat per a fluxos d'oxigen reduïts que consta de dos tubs petits flexibles que s'introdueixen a l'entrada de les fosses nasals.	
366	umifenovir	ca	01012021		umifenovir			umifenovir		Fàrmac antiviral i immunomodulador que té activitat viricida dual, directa i inhibidora de les etapes del cicle vital dels virus.	NOTA: L'umifenovir s'empra en el tractament i la profilaxi de la infecció del virus de la grip i altres virus respiratoris. També presenta activitat viricida davant d'altres tipus de virus, com ara el virus del Zika, el virus de l'Ebola o els de l'hepatitis B i C. Se n'ha suggerit l'ús, juntament amb altres antiretrovirals contra el VIH, per al tractament de la COVID-19.  La denominació umifenovir és la forma catalana corresponent a la DCI.
367	unitat de cures intensives ||| unitat de vigilància intensiva ||| UCI ||| UVI	ca	01012021		unitat de cures intensives ||| unitat de vigilància intensiva ||| UCI ||| UVI			unitat de cures intensives	unitat de vigilància intensiva ||| UCI ||| UVI	Unitat hospitalària on es té cura constant de pacients en estat crític o de gravetat extrema.	NOTA: Les unitats de cures intensives són a càrrec de personal sanitari especialitzat en medicina intensiva i estan equipades amb l'instrumental específic i els mitjans farmacològics necessaris per a monitorar l'estat del pacient i atendre immediatament les seves necessitats.
368	urticària	ca	01012021		urticària			urticària		Exantema caracteritzat per la formació de favasses pruriginoses i evanescents, que pot tenir diverses causes, com ara al·lèrgica, farmacològica, psicògena, i que pot evolucionar de forma aguda o crònica.	
369	ús compassiu	ca	01012021		ús compassiu			ús compassiu		Utilització d'un medicament que encara es troba en període experimental per a tractar malalts en fase molt avançada o per als quals no hi ha cap altre tractament possible.	NOTA: 1. Per extensió, també es considera que és un ús compassiu el fet de recórrer a una teràpia en condicions d'ús diferents de les autoritzades o en afeccions altres que les estrictament indicades, així com l'administració de determinades substàncies amb finalitats pal·liatives. NOTA: 2. L'ús compassiu requereix el consentiment informat del pacient, així com l'autorització de la direcció del centre on s'origina la demanda i de l'autoritat competent.
370	vacuna ||| vaccí	ca	01012021		vacuna ||| vaccí			vacuna	vaccí	Preparat que s'utilitza amb finalitat preventiva o terapèutica per a provocar immunitat activa contra una possible infecció o contra altres malalties.	
371	vacuna preventiva ||| vacuna profilàctica	ca	01012021		vacuna preventiva ||| vacuna profilàctica			vacuna preventiva	vacuna profilàctica	Vacuna emprada per a produir una resposta immunitària concreta en la prevenció de malalties infeccioses, abans que puguin afectar un organisme.	
372	vacunació ||| immunització activa ||| vaccinació	ca	01012021		vacunació ||| immunització activa ||| vaccinació			vacunació	immunització activa ||| vaccinació	Administració d'una vacuna a un ésser humà o a un animal amb la finalitat de potenciar una resposta immunitària específica concreta contra un agent extern o un tumor propi.	NOTA: 1. La vacunació és una forma d'immunització específica artificial activa. NOTA: 2. Pot ésser practicada, segons els tipus de vacunes emprades, per diverses vies: intradèrmica, subcutània, intramuscular, oral o nasal.
373	vafidemstat	ca	01012021		vafidemstat			vafidemstat		Fàrmac immunomodulador optimitzat per al sistema nerviós central, que redueix el deteriorament cognitiu i la neuroinflamació, i presenta efectes neuroprotectors mitjançant la inhibició de la histona demetilasa 1A específica de la lisina.	NOTA: El vafidemstat s'estudia en models preclínics i clínics de la malaltia d'Alzheimer, l'esclerosi múltiple i altres trastorns psiquiàtrics. Se n'ha suggerit l'ús per al tractament de la COVID-19.  La denominació vafidemstat és la forma catalana corresponent a la DCI.
374	variant ||| variant vírica	ca	01012021		variant ||| variant vírica			variant	variant vírica	Aïllat víric amb una seqüència genòmica diferent de la del virus de referència, amb un nombre relativament baix d'aminoàcids afectats.	NOTA: Des que va aparèixer el SARS-CoV-2 se n''han descrit diverses variants, amb mutacions del genoma que afecten sobretot la proteïna S o la regió d'unió amb el receptor.
375	velocitat reproductiva bàsica ||| nombre reproductiu bàsic	ca	01012021		velocitat reproductiva bàsica ||| nombre reproductiu bàsic			velocitat reproductiva bàsica	nombre reproductiu bàsic	Mesura del nombre d'infeccions produïdes, com a mitjana, per un individu infectat quan s'inicia una possible epidèmia.	NOTA: El valor de R0 = 1 es considera el llindar que, quan se supera, indica l'existència d'un brot epidèmic
376	velocitat reproductiva efectiva	ca	01012021		velocitat reproductiva efectiva			velocitat reproductiva efectiva		Mesura del nombre d'infeccions produïdes, com a mitjana, per un individu infectat un cop ha començat una epidèmia.	NOTA: La velocitat reproductiva efectiva ens indica la velocitat de propagació de l'epidèmia en l'instant de temps t. Si el valor de Rt és igual o més gran que 1 l'epidèmia es continua propagant; si Rt és menor que 1, l'epidèmia no es propaga.
377	velocitat reproductiva empírica	ca	01012021		velocitat reproductiva empírica			velocitat reproductiva empírica		Velocitat reproductiva efectiva determinada empíricament per càlcul directe a partir de les dades del nombre de persones contagiades al llarg del temps.	NOTA: La velocitat reproductiva empírica, en el cas de la COVID-19, es calcula com a quocient entre la mitjana dels infectats els darrers tres dies i els infectats de cinc dies enrere, també com a mitjana de tres dies.
378	ventilació	ca	01012021		ventilació			ventilació		Renovació de l'aire que hi ha en un espai tancat mitjançant la creació d'un corrent, especialment per a fer-hi entrar aire de fora i treure'n el viciat.	
379	via d'administració	ca	01012021		via d'administració			via d'administració		Forma o punt d'introducció d'un medicament, d'un aliment o d'un medi de contrast radiològic en un organisme	
380	viricida	ca	01012021		viricida			viricida		Fàrmac o agent que destrueix un virus.	
381	virió	ca	01012021		virió			virió		Partícula vírica completa que representa la fase extracel·lular i infecciosa d'un virus.	
382	virulència	ca	01012021		virulència			virulència		Grau de patogenicitat entre les diferents soques de microorganismes que componen una espècie.	NOTA: La virulència és un atribut quantitatiu, a diferència de la patogenicitat, que és un atribut qualitatiu, per bé que molt sovint ambdós termes es fan servir com a sinònims.
383	virus	ca	01012021		virus			virus		Microorganisme acel·lular paràsit obligat de plantes, animals i bacteris, format per un sol tipus d'àcid nucleic, DNA o RNA, envoltat d'una càpsida proteica i, en alguns casos, d'un embolcall, que utilitza la maquinària biosintètica de la cèl·lula hoste per a multiplicar-se.	NOTA: La denominació virus prové el llatí virus 'metzina'.
384	pantalla facial ||| visera de protecció	ca	01012021		pantalla facial ||| visera de protecció			pantalla facial	visera de protecció	Accessori en forma de visera transparent que serveix per a protegir la cara de l'impacte de partícules externes.	NOTA: La pantalla facial per si sola no confereix protecció davant el contagi d'una malaltia per aerosols, com és el cas de la COVID-19.
385	vòmit ||| èmesi	ca	01012021		vòmit ||| èmesi			vòmit	èmesi	Expulsió convulsiva del contingut de l'estómac per la boca.	
386	xoc ||| col·lapse cardiocirculatori ||| shock	ca	01012021		xoc ||| col·lapse cardiocirculatori ||| shock			xoc	col·lapse cardiocirculatori ||| shock	Síndrome transitòria, de caràcter dinàmic i progressiu, en la qual, per l'existència d'un volum de sang circulant insuficient o per una distribució anormal del cabal cardíac, l'afluència sanguínia en els teixits disminueix fins a valors inferiors a les necessitats mínimes per a un metabolisme oxidatiu.	NOTA: El xoc es manifesta clínicament es manifesta per signes d'insuficient irrigació perifèrica (pal·lidesa, cianosi, suor freda, etc), descens de la tensió arterial, amb taquicàrdia i pols filiforme, disminució de la funció renal (oligoanúria), nàusees i set. Una vegada iniciat el xoc, l'organisme respon amb una reacció compensadora (taquicàrdia, vasoconstricció, derivació de la sang per les fístules arteriovenoses, etc) que origina una disminució del retorn venós amb la consegüent caiguda del volum cardíac que, en darrer terme, no fa sinó tancar el cercle viciós del xoc.
387	zoonosi	ca	01012021		zoonosi			zoonosi		Malaltia infecciosa que es transmet de manera natural dels animals a l'espècie humana i viceversa.	NOTA: Són exemples de zoonosis la COVID-19, la brucel·losi o la leishmaniosi.
388	zoonòtic -a	ca	01012021		zoonòtic -a			zoonòtic -a		Relatiu o pertanyent a la zoonosi.	
