ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
137	al·lèrgia a l'apomorfina	ca	01012021		al·lèrgia a l'apomorfina			al·lèrgia a l'apomorfina	
138	al·lèrgia a l'apraclonidina	ca	01012021		al·lèrgia a l'apraclonidina			al·lèrgia a l'apraclonidina	
139	al·lèrgia a l'aprotinina	ca	01012021		al·lèrgia a l'aprotinina			al·lèrgia a l'aprotinina	
140	al·lèrgia a l'arabinòsid de citosina ||| al·lèrgia a l'ARA-C ||| al·lèrgia a la citarabina	ca	01012021		al·lèrgia a l'arabinòsid de citosina ||| al·lèrgia a l'ARA-C ||| al·lèrgia a la citarabina			al·lèrgia a l'arabinòsid de citosina	al·lèrgia a l'ARA-C ||| al·lèrgia a la citarabina
141	al·lèrgia a l'areng (Clupea harengus) ||| al·lèrgia a l'areng (Clupea harengus)	ca	01012021		al·lèrgia a l'areng (Clupea harengus) ||| al·lèrgia a l'areng (Clupea harengus)			al·lèrgia a l'areng (Clupea harengus)	al·lèrgia a l'areng (Clupea harengus)
142	al·lèrgia a l'arna de la farina (Ephestia kuehniella)	ca	01012021		al·lèrgia a l'arna de la farina (Ephestia kuehniella)			al·lèrgia a l'arna de la farina (Ephestia kuehniella)	
143	al·lèrgia a l'arròs ||| al·lèrgia al gra de l'arròs (Oryza sativa)	ca	01012021		al·lèrgia a l'arròs ||| al·lèrgia al gra de l'arròs (Oryza sativa)			al·lèrgia a l'arròs	al·lèrgia al gra de l'arròs (Oryza sativa)
144	al·lèrgia a l'articaïna	ca	01012021		al·lèrgia a l'articaïna			al·lèrgia a l'articaïna	
145	al·lèrgia a l'aserbina	ca	01012021		al·lèrgia a l'aserbina			al·lèrgia a l'aserbina	
146	al·lèrgia a l'asparaginasa ||| al·lèrgia a l'L-asparaginaamidohidrolasa ||| al·lèrgia a la crisantaspasa	ca	01012021		al·lèrgia a l'asparaginasa ||| al·lèrgia a l'L-asparaginaamidohidrolasa ||| al·lèrgia a la crisantaspasa			al·lèrgia a l'asparaginasa	al·lèrgia a l'L-asparaginaamidohidrolasa ||| al·lèrgia a la crisantaspasa
147	al·lèrgia a l'aspirina ||| al·lèrgia a l'AAS ||| al·lèrgia a l'àcid acetilsalicílic	ca	01012021		al·lèrgia a l'aspirina ||| al·lèrgia a l'AAS ||| al·lèrgia a l'àcid acetilsalicílic			al·lèrgia a l'aspirina	al·lèrgia a l'AAS ||| al·lèrgia a l'àcid acetilsalicílic
148	al·lèrgia a l'astemizole	ca	01012021		al·lèrgia a l'astemizole			al·lèrgia a l'astemizole	
149	al·lèrgia a l'atenolol	ca	01012021		al·lèrgia a l'atenolol			al·lèrgia a l'atenolol	
150	al·lèrgia a l'atovaquona	ca	01012021		al·lèrgia a l'atovaquona			al·lèrgia a l'atovaquona	
151	al·lèrgia a l'atracuri	ca	01012021		al·lèrgia a l'atracuri			al·lèrgia a l'atracuri	
152	al·lèrgia a l'atropina	ca	01012021		al·lèrgia a l'atropina			al·lèrgia a l'atropina	
153	al·lèrgia a l'auranofina	ca	01012021		al·lèrgia a l'auranofina			al·lèrgia a l'auranofina	
154	al·lèrgia a l'aurotiomalat de sodi	ca	01012021		al·lèrgia a l'aurotiomalat de sodi			al·lèrgia a l'aurotiomalat de sodi	
155	al·lèrgia a l'avellana ||| al·lèrgia al fruit de l'avellaner (Corylus avellana)	ca	01012021		al·lèrgia a l'avellana ||| al·lèrgia al fruit de l'avellaner (Corylus avellana)			al·lèrgia a l'avellana	al·lèrgia al fruit de l'avellaner (Corylus avellana)
156	al·lèrgia a l'avellaner (Corylus avellana)	ca	01012021		al·lèrgia a l'avellaner (Corylus avellana)			al·lèrgia a l'avellaner (Corylus avellana)	
157	al·lèrgia a l'azapropazona	ca	01012021		al·lèrgia a l'azapropazona			al·lèrgia a l'azapropazona	
158	al·lèrgia a l'azatadina	ca	01012021		al·lèrgia a l'azatadina			al·lèrgia a l'azatadina	
159	al·lèrgia a l'azatioprina ||| al·lèrgia a l'AZA	ca	01012021		al·lèrgia a l'azatioprina ||| al·lèrgia a l'AZA			al·lèrgia a l'azatioprina	al·lèrgia a l'AZA
160	al·lèrgia a l'azelastina	ca	01012021		al·lèrgia a l'azelastina			al·lèrgia a l'azelastina	
161	al·lèrgia a l'azitromicina	ca	01012021		al·lèrgia a l'azitromicina			al·lèrgia a l'azitromicina	
162	al·lèrgia a l'azlocil·lina	ca	01012021		al·lèrgia a l'azlocil·lina			al·lèrgia a l'azlocil·lina	
163	al·lèrgia a l'aztreonam	ca	01012021		al·lèrgia a l'aztreonam			al·lèrgia a l'aztreonam	
164	al·lèrgia a l'econazole	ca	01012021		al·lèrgia a l'econazole			al·lèrgia a l'econazole	
165	al·lèrgia a l'ecotiopat	ca	01012021		al·lèrgia a l'ecotiopat			al·lèrgia a l'ecotiopat	
166	al·lèrgia a l'edetat	ca	01012021		al·lèrgia a l'edetat			al·lèrgia a l'edetat	
167	al·lèrgia a l'edetat de dicobalt	ca	01012021		al·lèrgia a l'edetat de dicobalt			al·lèrgia a l'edetat de dicobalt	
168	al·lèrgia a l'edetat de sodi i calci	ca	01012021		al·lèrgia a l'edetat de sodi i calci			al·lèrgia a l'edetat de sodi i calci	
169	al·lèrgia a l'edetat disòdic	ca	01012021		al·lèrgia a l'edetat disòdic			al·lèrgia a l'edetat disòdic	
170	al·lèrgia a l'edetat trisòdic	ca	01012021		al·lèrgia a l'edetat trisòdic			al·lèrgia a l'edetat trisòdic	
171	al·lèrgia a l'edrofoni	ca	01012021		al·lèrgia a l'edrofoni			al·lèrgia a l'edrofoni	
172	al·lèrgia a l'efedrina	ca	01012021		al·lèrgia a l'efedrina			al·lèrgia a l'efedrina	
173	al·lèrgia a l'emperador (Xiphias gladius) ||| al·lèrgia al peix espasa (Xiphias gladius)	ca	01012021		al·lèrgia a l'emperador (Xiphias gladius) ||| al·lèrgia al peix espasa (Xiphias gladius)			al·lèrgia a l'emperador (Xiphias gladius)	al·lèrgia al peix espasa (Xiphias gladius)
174	al·lèrgia a l'enantat de flufenazina	ca	01012021		al·lèrgia a l'enantat de flufenazina			al·lèrgia a l'enantat de flufenazina	
175	al·lèrgia a l'enbucrilat	ca	01012021		al·lèrgia a l'enbucrilat			al·lèrgia a l'enbucrilat	
176	al·lèrgia a l'enciam (Lactuca sativa) ||| al·lèrgia a l'encisam (Lactuca sativa) ||| al·lèrgia a la lletuga (Lactuca sativa)	ca	01012021		al·lèrgia a l'enciam (Lactuca sativa) ||| al·lèrgia a l'encisam (Lactuca sativa) ||| al·lèrgia a la lletuga (Lactuca sativa)			al·lèrgia a l'enciam (Lactuca sativa)	al·lèrgia a l'encisam (Lactuca sativa) ||| al·lèrgia a la lletuga (Lactuca sativa)
177	al·lèrgia a l'enflurà	ca	01012021		al·lèrgia a l'enflurà			al·lèrgia a l'enflurà	
178	al·lèrgia a l'enoxacina	ca	01012021		al·lèrgia a l'enoxacina			al·lèrgia a l'enoxacina	
179	al·lèrgia a l'enoxaparina	ca	01012021		al·lèrgia a l'enoxaparina			al·lèrgia a l'enoxaparina	
180	al·lèrgia a l'enoximona	ca	01012021		al·lèrgia a l'enoximona			al·lèrgia a l'enoximona	
181	al·lèrgia a l'enterotoxina D produïda per l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina D de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica D produïda per l'estafilococ daurat (Staphylococcus aureus)	ca	01012021		al·lèrgia a l'enterotoxina D produïda per l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina D de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica D produïda per l'estafilococ daurat (Staphylococcus aureus)			al·lèrgia a l'enterotoxina D produïda per l'estafilococ daurat (Staphylococcus aureus)	al·lèrgia a l'enterotoxina D de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica D produïda per l'estafilococ daurat (Staphylococcus aureus)
182	al·lèrgia a l'enterotoxina produïda per l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica produïda per l'estafilococ daurat (Staphylococcus aureus)	ca	01012021		al·lèrgia a l'enterotoxina produïda per l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica produïda per l'estafilococ daurat (Staphylococcus aureus)			al·lèrgia a l'enterotoxina produïda per l'estafilococ daurat (Staphylococcus aureus)	al·lèrgia a l'enterotoxina de l'estafilococ daurat (Staphylococcus aureus) ||| al·lèrgia a l'enterotoxina estafilocòccica produïda per l'estafilococ daurat (Staphylococcus aureus)
183	al·lèrgia a l'epirubicina	ca	01012021		al·lèrgia a l'epirubicina			al·lèrgia a l'epirubicina	
184	al·lèrgia a l'epiteli d'animal	ca	01012021		al·lèrgia a l'epiteli d'animal			al·lèrgia a l'epiteli d'animal	
185	al·lèrgia a l'epiteli de canari	ca	01012021		al·lèrgia a l'epiteli de canari			al·lèrgia a l'epiteli de canari	
186	al·lèrgia a l'epiteli de cavall	ca	01012021		al·lèrgia a l'epiteli de cavall			al·lèrgia a l'epiteli de cavall	
187	al·lèrgia a l'epiteli de cérvol	ca	01012021		al·lèrgia a l'epiteli de cérvol			al·lèrgia a l'epiteli de cérvol	
188	al·lèrgia a l'epiteli de conill	ca	01012021		al·lèrgia a l'epiteli de conill			al·lèrgia a l'epiteli de conill	
189	al·lèrgia a l'epiteli de fura	ca	01012021		al·lèrgia a l'epiteli de fura			al·lèrgia a l'epiteli de fura	
190	al·lèrgia a l'epiteli de gat	ca	01012021		al·lèrgia a l'epiteli de gat			al·lèrgia a l'epiteli de gat	
191	al·lèrgia a l'epiteli de gos	ca	01012021		al·lèrgia a l'epiteli de gos			al·lèrgia a l'epiteli de gos	
192	al·lèrgia a l'epiteli de guineu	ca	01012021		al·lèrgia a l'epiteli de guineu			al·lèrgia a l'epiteli de guineu	
193	al·lèrgia a l'epiteli de hàmster	ca	01012021		al·lèrgia a l'epiteli de hàmster			al·lèrgia a l'epiteli de hàmster	
194	al·lèrgia a l'epiteli de periquito comú ||| al·lèrgia a l'epiteli de periquito	ca	01012021		al·lèrgia a l'epiteli de periquito comú ||| al·lèrgia a l'epiteli de periquito			al·lèrgia a l'epiteli de periquito comú	al·lèrgia a l'epiteli de periquito
195	al·lèrgia a l'epiteli de porc	ca	01012021		al·lèrgia a l'epiteli de porc			al·lèrgia a l'epiteli de porc	
196	al·lèrgia a l'epiteli de rata	ca	01012021		al·lèrgia a l'epiteli de rata			al·lèrgia a l'epiteli de rata	
197	al·lèrgia a l'epiteli de ratolí	ca	01012021		al·lèrgia a l'epiteli de ratolí			al·lèrgia a l'epiteli de ratolí	
198	al·lèrgia a l'epiteli de ren	ca	01012021		al·lèrgia a l'epiteli de ren			al·lèrgia a l'epiteli de ren	
199	al·lèrgia a l'epiteli de vaca	ca	01012021		al·lèrgia a l'epiteli de vaca			al·lèrgia a l'epiteli de vaca	
200	al·lèrgia a l'epiteli de visó	ca	01012021		al·lèrgia a l'epiteli de visó			al·lèrgia a l'epiteli de visó	
201	al·lèrgia a l'epiteli de xinxilla	ca	01012021		al·lèrgia a l'epiteli de xinxilla			al·lèrgia a l'epiteli de xinxilla	
202	al·lèrgia a l'epoetina alfa	ca	01012021		al·lèrgia a l'epoetina alfa			al·lèrgia a l'epoetina alfa	
203	al·lèrgia a l'epoetina beta	ca	01012021		al·lèrgia a l'epoetina beta			al·lèrgia a l'epoetina beta	
204	al·lèrgia a l'epoprostenol ||| al·lèrgia a la PGI2 ||| al·lèrgia a la prostaciclina ||| al·lèrgia a la prostaglandina I₂	ca	01012021		al·lèrgia a l'epoprostenol ||| al·lèrgia a la PGI2 ||| al·lèrgia a la prostaciclina ||| al·lèrgia a la prostaglandina I₂			al·lèrgia a l'epoprostenol	al·lèrgia a la PGI2 ||| al·lèrgia a la prostaciclina ||| al·lèrgia a la prostaglandina I₂
205	al·lèrgia a l'ergolina	ca	01012021		al·lèrgia a l'ergolina			al·lèrgia a l'ergolina	
206	al·lèrgia a l'ergometrina ||| al·lèrgia a l'ergobasina ||| al·lèrgia a l'ergonovina	ca	01012021		al·lèrgia a l'ergometrina ||| al·lèrgia a l'ergobasina ||| al·lèrgia a l'ergonovina			al·lèrgia a l'ergometrina	al·lèrgia a l'ergobasina ||| al·lèrgia a l'ergonovina
207	al·lèrgia a l'eritromicina	ca	01012021		al·lèrgia a l'eritromicina			al·lèrgia a l'eritromicina	
208	al·lèrgia a l'eritropoetina	ca	01012021		al·lèrgia a l'eritropoetina			al·lèrgia a l'eritropoetina	
209	al·lèrgia a l'EPO ||| al·lèrgia a l'hematopoetina ||| al·lèrgia a l'hemopoetina	ca	01012021		al·lèrgia a l'EPO ||| al·lèrgia a l'hematopoetina ||| al·lèrgia a l'hemopoetina			al·lèrgia a l'EPO	al·lèrgia a l'hematopoetina ||| al·lèrgia a l'hemopoetina
210	al·lèrgia a l'ertapenem	ca	01012021		al·lèrgia a l'ertapenem			al·lèrgia a l'ertapenem	
211	al·lèrgia a l'escarabat de cuina (Blatta orientalis) ||| al·lèrgia a la panderola (Blatta orientalis) ||| al·lèrgia a la panerola (Blatta orientalis)	ca	01012021		al·lèrgia a l'escarabat de cuina (Blatta orientalis) ||| al·lèrgia a la panderola (Blatta orientalis) ||| al·lèrgia a la panerola (Blatta orientalis)			al·lèrgia a l'escarabat de cuina (Blatta orientalis)	al·lèrgia a la panderola (Blatta orientalis) ||| al·lèrgia a la panerola (Blatta orientalis)
212	al·lèrgia a l'escarabat destructor (Trogoderma angustum)	ca	01012021		al·lèrgia a l'escarabat destructor (Trogoderma angustum)			al·lèrgia a l'escarabat destructor (Trogoderma angustum)	
213	al·lèrgia a l'escarola (Cichorium endivia var. crispum)	ca	01012021		al·lèrgia a l'escarola (Cichorium endivia var. crispum)			al·lèrgia a l'escarola (Cichorium endivia var. crispum)	
214	al·lèrgia a l'escopolamina ||| al·lèrgia a la hioscina ||| al·lèrgia al tropat d'escopina	ca	01012021		al·lèrgia a l'escopolamina ||| al·lèrgia a la hioscina ||| al·lèrgia al tropat d'escopina			al·lèrgia a l'escopolamina	al·lèrgia a la hioscina ||| al·lèrgia al tropat d'escopina
215	al·lèrgia a l'esmolol	ca	01012021		al·lèrgia a l'esmolol			al·lèrgia a l'esmolol	
216	al·lèrgia a l'espàrrec ||| al·lèrgia al brot de l'esparreguera (Asparagus officinalis)	ca	01012021		al·lèrgia a l'espàrrec ||| al·lèrgia al brot de l'esparreguera (Asparagus officinalis)			al·lèrgia a l'espàrrec	al·lèrgia al brot de l'esparreguera (Asparagus officinalis)
217	al·lèrgia a l'espectinomicina	ca	01012021		al·lèrgia a l'espectinomicina			al·lèrgia a l'espectinomicina	
218	al·lèrgia a l'espinac (Spinacia oleracea)	ca	01012021		al·lèrgia a l'espinac (Spinacia oleracea)			al·lèrgia a l'espinac (Spinacia oleracea)	
219	al·lèrgia a l'espironolactona	ca	01012021		al·lèrgia a l'espironolactona			al·lèrgia a l'espironolactona	
220	al·lèrgia a l'espironolactona i als diürètics de nansa ||| al·lèrgia a l'espironolactona i als diürètics de sostre alt ||| al·lèrgia a l'espironolactona i als diürètics tiazídics	ca	01012021		al·lèrgia a l'espironolactona i als diürètics de nansa ||| al·lèrgia a l'espironolactona i als diürètics de sostre alt ||| al·lèrgia a l'espironolactona i als diürètics tiazídics			al·lèrgia a l'espironolactona i als diürètics de nansa	al·lèrgia a l'espironolactona i als diürètics de sostre alt ||| al·lèrgia a l'espironolactona i als diürètics tiazídics
221	al·lèrgia a l'estanozolol	ca	01012021		al·lèrgia a l'estanozolol			al·lèrgia a l'estanozolol	
222	al·lèrgia a l'estibogluconat de sodi	ca	01012021		al·lèrgia a l'estibogluconat de sodi			al·lèrgia a l'estibogluconat de sodi	
223	al·lèrgia a l'estradiol	ca	01012021		al·lèrgia a l'estradiol			al·lèrgia a l'estradiol	
224	al·lèrgia a l'estradiol per via oral	ca	01012021		al·lèrgia a l'estradiol per via oral			al·lèrgia a l'estradiol per via oral	
225	al·lèrgia a l'estradiol per via tòpica	ca	01012021		al·lèrgia a l'estradiol per via tòpica			al·lèrgia a l'estradiol per via tòpica	
226	al·lèrgia a l'estragó (Artemisia dracunculus) ||| al·lèrgia al dragonet (Artemisia dracunculus)	ca	01012021		al·lèrgia a l'estragó (Artemisia dracunculus) ||| al·lèrgia al dragonet (Artemisia dracunculus)			al·lèrgia a l'estragó (Artemisia dracunculus)	al·lèrgia al dragonet (Artemisia dracunculus)
227	al·lèrgia a l'estramustina	ca	01012021		al·lèrgia a l'estramustina			al·lèrgia a l'estramustina	
228	al·lèrgia a l'estreptocinasa	ca	01012021		al·lèrgia a l'estreptocinasa			al·lèrgia a l'estreptocinasa	
229	al·lèrgia a l'estreptocinasa-estreptodornasa	ca	01012021		al·lèrgia a l'estreptocinasa-estreptodornasa			al·lèrgia a l'estreptocinasa-estreptodornasa	
230	al·lèrgia a l'estreptomicina	ca	01012021		al·lèrgia a l'estreptomicina			al·lèrgia a l'estreptomicina	
231	al·lèrgia a l'estriol	ca	01012021		al·lèrgia a l'estriol			al·lèrgia a l'estriol	
232	al·lèrgia a l'estropipat	ca	01012021		al·lèrgia a l'estropipat			al·lèrgia a l'estropipat	
233	al·lèrgia a l'etambutol	ca	01012021		al·lèrgia a l'etambutol			al·lèrgia a l'etambutol	
234	al·lèrgia a l'etamivan	ca	01012021		al·lèrgia a l'etamivan			al·lèrgia a l'etamivan	
235	al·lèrgia a l'etamsilat	ca	01012021		al·lèrgia a l'etamsilat			al·lèrgia a l'etamsilat	
236	al·lèrgia a l'èter ||| al·lèrgia a l'èter etílic ||| al·lèrgia a l'èter anestèsic ||| al·lèrgia a l'èter dietílic	ca	01012021		al·lèrgia a l'èter ||| al·lèrgia a l'èter etílic ||| al·lèrgia a l'èter anestèsic ||| al·lèrgia a l'èter dietílic			al·lèrgia a l'èter	al·lèrgia a l'èter etílic ||| al·lèrgia a l'èter anestèsic ||| al·lèrgia a l'èter dietílic
237	al·lèrgia a l'etidronat disòdic	ca	01012021		al·lèrgia a l'etidronat disòdic			al·lèrgia a l'etidronat disòdic	
238	al·lèrgia a l'etidronat disòdic i al carbonat de calci	ca	01012021		al·lèrgia a l'etidronat disòdic i al carbonat de calci			al·lèrgia a l'etidronat disòdic i al carbonat de calci	
239	al·lèrgia a l'etinilestradiol ||| al·lèrgia a l'etilenestradiol	ca	01012021		al·lèrgia a l'etinilestradiol ||| al·lèrgia a l'etilenestradiol			al·lèrgia a l'etinilestradiol	al·lèrgia a l'etilenestradiol
240	al·lèrgia a l'etodolac	ca	01012021		al·lèrgia a l'etodolac			al·lèrgia a l'etodolac	
241	al·lèrgia a l'etomidat	ca	01012021		al·lèrgia a l'etomidat			al·lèrgia a l'etomidat	
242	al·lèrgia a l'etopòsid	ca	01012021		al·lèrgia a l'etopòsid			al·lèrgia a l'etopòsid	
243	al·lèrgia a l'etosuximida	ca	01012021		al·lèrgia a l'etosuximida			al·lèrgia a l'etosuximida	
244	al·lèrgia a l'etretinat	ca	01012021		al·lèrgia a l'etretinat			al·lèrgia a l'etretinat	
245	al·lèrgia a l'extret de cotxinilla (Dactylopius cactii)	ca	01012021		al·lèrgia a l'extret de cotxinilla (Dactylopius cactii)			al·lèrgia a l'extret de cotxinilla (Dactylopius cactii)	
246	al·lèrgia a l'halcinonida	ca	01012021		al·lèrgia a l'halcinonida			al·lèrgia a l'halcinonida	
247	al·lèrgia a l'halibut (Hippoglossus hippoglossus) ||| al·lèrgia a l'halibut (Hippoglossus vulgaris)	ca	01012021		al·lèrgia a l'halibut (Hippoglossus hippoglossus) ||| al·lèrgia a l'halibut (Hippoglossus vulgaris)			al·lèrgia a l'halibut (Hippoglossus hippoglossus)	al·lèrgia a l'halibut (Hippoglossus vulgaris)
248	al·lèrgia a l'halofantrina	ca	01012021		al·lèrgia a l'halofantrina			al·lèrgia a l'halofantrina	
249	al·lèrgia a l'haloperidol	ca	01012021		al·lèrgia a l'haloperidol			al·lèrgia a l'haloperidol	
250	al·lèrgia a l'halotà	ca	01012021		al·lèrgia a l'halotà			al·lèrgia a l'halotà	
251	al·lèrgia a l'heparina	ca	01012021		al·lèrgia a l'heparina			al·lèrgia a l'heparina	
252	al·lèrgia a l'herba badia (Paspalum notatum)	ca	01012021		al·lèrgia a l'herba badia (Paspalum notatum)			al·lèrgia a l'herba badia (Paspalum notatum)	
253	al·lèrgia a l'hexaclorofè	ca	01012021		al·lèrgia a l'hexaclorofè			al·lèrgia a l'hexaclorofè	
254	al·lèrgia a l'hexetidina	ca	01012021		al·lèrgia a l'hexetidina			al·lèrgia a l'hexetidina	
255	al·lèrgia a l'hidrargafèn	ca	01012021		al·lèrgia a l'hidrargafèn			al·lèrgia a l'hidrargafèn	
