SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
55	centre de reducció de danys ||| espai de reducció de danys ||| CRD	ca	01012021		centre de reducció de danys ||| espai de reducció de danys ||| CRD			centre de reducció de danys	espai de reducció de danys ||| CRD	Centre d'atenció ambulatòria en què s'atenen les necessitats psicosocials i sanitàries bàsiques de persones amb trastorns per ús de substàncies, es fomenten hàbits saludables i de prevenció respecte al consum de drogues i es procura vincular les persones que hi acudeixen, sovint en situació d'exclusió social, a la xarxa sanitària.	NOTA: 1. En un centre de reducció de danys hi pot haver, per exemple, un espai de consum supervisat, com ara una sala de venipunció. NOTA: 2. El centre de reducció de danys compta, principalment, amb un equip de professionals de la medicina, la infermeria, la psicologia, l'educació social, la integració social i el treball social.
56	centre de salut mental	ca	01012021		centre de salut mental			centre de salut mental		Centre d'atenció ambulatòria en què s'ofereix atenció especialitzada a persones amb un trastorn mental, i a les seves famílies, que per raons de complexitat o de gravetat no poden ser ateses únicament als centres d'atenció primària.	NOTA: 1. Els centres de salut mental disposen de programes específics per a l'atenció a determinats col·lectius o trastorns concrets. NOTA: 2. D'acord amb un model d'atenció comunitària, el centre de salut mental actua com a centre regulador i de referència de la continuïtat assistencial en el conjunt de la xarxa de serveis especialitzats i com a nexe amb l'atenció primària i els serveis socials. NOTA: 3. El centre de salut mental compta, principalment, amb un equip de professionals de la psiquiatria, la psicologia clínica, la infermeria de salut mental i el treball social. NOTA: 4. Són centres de salut mental el centre de salut mental d'adults i el centre de salut mental infantil i juvenil.
57	centre de salut mental d'adults ||| CSMA	ca	01012021		centre de salut mental d'adults ||| CSMA			centre de salut mental d'adults	CSMA	Centre de salut mental per a persones majors de 18 anys.	
58	centre de salut mental infantil i juvenil ||| CSMIJ	ca	01012021		centre de salut mental infantil i juvenil ||| CSMIJ			centre de salut mental infantil i juvenil	CSMIJ	Centre de salut mental per a infants i adolescents fins a 18 anys.	
59	centre especial de treball ||| CET	ca	01012021		centre especial de treball ||| CET			centre especial de treball	CET	Empresa que té per objecte assegurar un lloc de treball remunerat i la prestació de serveis d'integració social i inserció laboral a persones amb discapacitat que no poden accedir a un centre de treball ordinari.	NOTA: 1. Els centres especials de treball són una forma de treball protegit i han d'ocupar en la plantilla un mínim del 70 % de persones amb discapacitat. NOTA: 2. Els centres especials de treball compten amb l'assistència de les unitats de suport a l'activitat professional.
60	centre ocupacional	ca	01012021		centre ocupacional			centre ocupacional		Centre de dia de salut mental en què s'ofereix un servei d'ocupació terapèutica orientat a la rehabilitació de persones amb discapacitat intel·lectual que no poden accedir a un centre especial de treball.	NOTA: 1. Al centre ocupacional s'imparteix formació i es promou el desenvolupament de competències i habilitats bàsiques, amb l'objectiu que les persones que hi acudeixen puguin assolir la màxima integració social i la màxima inserció laboral. També es prepara les persones amb més capacitats per al treball protegit. NOTA: 2. El centre ocupacional acostuma a ser un recurs temporal. Només és permanent quan el grau d'afectació de la discapacitat intel·lectual és tal que impedeix a la persona afectada accedir a una altra feina. NOTA: 3. El centre ocupacional compta, principalment, amb un equip de professionals de la psicologia, la pedagogia, la teràpia ocupacional i el treball social.
61	centre residencial ||| residència	ca	01012021		centre residencial ||| residència			centre residencial	residència	Servei d'acolliment residencial consistent en un allotjament col·lectiu per a persones amb un trastorn mental greu i amb un cert grau de dependència que necessiten atenció de manera ininterrompuda.	NOTA: El centre residencial compta, principalment, amb un equip de professionals de la medicina, la infermeria, la psiquiatria, la neurologia, la psicologia, la pedagogia i el treball social.
62	centre sociosanitari	ca	01012021		centre sociosanitari			centre sociosanitari		Centre d'atenció sociosanitària en què s'ofereix atenció integral a persones amb dependència, donant suport a les activitats de la vida diària, promovent i rehabilitant l'autonomia personal i millorant els problemes de salut i la qualitat de vida.	NOTA: 1. Un centre sociosanitari pot tenir diferents unitats d'acord amb les necessitats de les persones, per exemple les unitats de convalescència, en què l'internament és temporal, o les unitats residencials sociosanitàries, de llarga estada, per a persones amb trastorns cognitius o demència i persones amb trastorns mentals crònics i patologies somàtiques afegides. NOTA: 2. El centre sociosanitari compta, principalment, amb un equip de professionals de la psiquiatria, la psicologia, la medicina, la infermeria, la teràpia ocupacional, la fisioteràpia i el treball social.
63	club social	ca	01012021		club social			club social		Servei orientat al lleure que es constitueix com a estructura de suport social per fomentar, dins un marc de relacions, la participació i la inclusió social de persones amb problemàtica social derivada d'un trastorn mental o un trastorn per ús de substàncies.	NOTA: 1. El club social exerceix una funció rehabilitadora i té per objectiu la integració social, la inclusió comunitària i la lluita contra l'estigmatització. NOTA: 2. El club social compta, principalment, amb un equip de professionals de l'educació social, talleristes i un servei de monitoratge.
64	col·laboració amb atenció primària de salut	ca	01012021		col·laboració amb atenció primària de salut			col·laboració amb atenció primària de salut		Sistema de treball conjunt entre els centres d'atenció primària i els centres de salut mental, basat en la compartició d'informació clínica i recursos i en la comunicació, l'assessorament especialitzat i la coordinació entre els equips dels dos nivells assistencials.	NOTA: 1. La col·laboració amb atenció primària de salut té per objectiu millorar les capacitats, els coneixements i les habilitats del conjunt de professionals de l'atenció primària en el diagnòstic i el tractament dels trastorns mentals i els trastorns per ús de substàncies més freqüents. NOTA: 2. La col·laboració amb atenció primària de salut que té més èxit és la que implica la presència física de professionals de la psiquiatria, la psicologia clínica i la infermeria de salut mental procedents de l'atenció especialitzada en les consultes dels centres d'atenció primària.
65	comorbiditat	ca	01012021		comorbiditat			comorbiditat		Coincidència en una persona d'un o més problemes de salut crònics addicionals a un altre problema de salut, sovint també crònic, que es considera principal o que és l'objecte d'estudi.	NOTA: La comorbiditat en les persones amb un trastorn mental és alta. Per exemple, és habitual l'associació entre un trastorn mental i un trastorn per ús de substàncies. També és usual que un estat d'ansietat o una depressió coexisteixin amb trastorns somàtics o malalties somàtiques cròniques.
66	competència	ca	01012021		competència			competència		Capacitat d'una persona d'afrontar i resoldre amb èxit una situació, que implica prendre una decisió concreta en un moment determinat i fer-se càrrec de les conseqüències que comporti.	NOTA: 1. La competència requereix aptituds i funcions psicològiques suficients per a prendre una decisió de manera lliure. El grau de competència exigible varia segons la decisió que cal prendre: com més conseqüències negatives té, més competència es necessita. NOTA: 2. La competència es pot veure afectada per situacions clíniques que comporten l'alteració de la percepció, la memòria, l'orientació o el raonament, entre altres.
67	complexitat	ca	01012021		complexitat			complexitat		Situació d'una persona que presenta un perfil de necessitats socials i sanitàries múltiples i d'alta intensitat que requereixen una atenció compartida i un sistema de gestió de casos específic.	NOTA: La complexitat es pot deure a factors diversos, com ara la concurrència de dos trastorns mentals o dos trastorns per ús de substàncies o més, una comorbiditat orgànica important, una discapacitat o condicions socials adverses.
68	comunitat terapèutica ||| CT	ca	01012021		comunitat terapèutica ||| CT			comunitat terapèutica	CT	Servei d'acolliment residencial temporal per a la rehabilitació de persones amb conductes addictives greus, consistent en un allotjament col·lectiu on es reprodueix un espai social, basat en la participació en la vida comunitària i en l'autogestió com a eina socialitzadora i de reeducació amb la finalitat de controlar i extingir les conductes addictives.	NOTA: 1. Les comunitats terapèutiques ofereixen programes de curta, mitjana i llarga estada, d'entre sis i divuit mesos, en funció de la durada del tractament i de la ràtio de professionals que hi intervenen. NOTA: 2. A la comunitat terapèutica hi accedeixen les persones amb trastorns per ús de substàncies greus que necessiten contenció i un distanciament de l'entorn, que tenen una situació familiar, social i laboral desestructurada i que s'han sotmès a diversos tractaments ambulatoris sense èxit. NOTA: 3. La comunitat terapèutica té per objectiu afavorir la integració social i la inclusió comunitària de les persones que hi resideixen. NOTA: 4. La comunitat terapèutica compta, principalment, amb un equip de professionals de la medicina, la infermeria, la psicologia i el treball social i un servei de monitoratge
