ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
	al·lèrgia a l'ergometrina ||| al·lèrgia a l'ergobasina ||| al·lèrgia a l'ergonovina	ca	01012021					al·lèrgia a l'ergometrina 	al·lèrgia a l'ergobasina ||| al·lèrgia a l'ergonovina
	al·lèrgia a l'eritromicina	ca	01012021					al·lèrgia a l'eritromicina	
	al·lèrgia a l'eritropoetina	ca	01012021					al·lèrgia a l'eritropoetina	
	al·lèrgia a l'EPO||| al·lèrgia a l'hematopoetina ||| al·lèrgia a l'hemopoetina	ca	01012021					al·lèrgia a l'EPO	al·lèrgia a l'hematopoetina ||| al·lèrgia a l'hemopoetina
	al·lèrgia a l'ertapenem	ca	01012021					al·lèrgia a l'ertapenem	
	al·lèrgia a l'escarabat de cuina (Blatta orientalis) ||| al·lèrgia a la panderola (Blatta orientalis) ||| al·lèrgia a la panerola (Blatta orientalis)	ca	01012021					al·lèrgia a l'escarabat de cuina (Blatta orientalis) 	al·lèrgia a la panderola (Blatta orientalis) ||| al·lèrgia a la panerola (Blatta orientalis)
	al·lèrgia a l'escarabat destructor (Trogoderma angustum)	ca	01012021					al·lèrgia a l'escarabat destructor (Trogoderma angustum)	
	al·lèrgia a l'escarola (Cichorium endivia var. crispum)	ca	01012021					al·lèrgia a l'escarola (Cichorium endivia var. crispum)	
	al·lèrgia a l'escopolamina ||| al·lèrgia a la hioscina ||| al·lèrgia al tropat d'escopina	ca	01012021					al·lèrgia a l'escopolamina 	al·lèrgia a la hioscina ||| al·lèrgia al tropat d'escopina
	al·lèrgia a l'esmolol	ca	01012021					al·lèrgia a l'esmolol	
	al·lèrgia a l'espàrrec||| al·lèrgia al brot de l'esparreguera (Asparagus officinalis)	ca	01012021					al·lèrgia a l'espàrrec	al·lèrgia al brot de l'esparreguera (Asparagus officinalis)
	al·lèrgia a l'espectinomicina	ca	01012021					al·lèrgia a l'espectinomicina	
	al·lèrgia a l'espinac (Spinacia oleracea)	ca	01012021					al·lèrgia a l'espinac (Spinacia oleracea)	
	al·lèrgia a l'espironolactona	ca	01012021					al·lèrgia a l'espironolactona	
	al·lèrgia a l'espironolactona i als diürètics de nansa ||| al·lèrgia a l'espironolactona i als diürètics de sostre alt||| al·lèrgia a l'espironolactona i als diürètics tiazídics	ca	01012021					al·lèrgia a l'espironolactona i als diürètics de nansa 	al·lèrgia a l'espironolactona i als diürètics de sostre alt||| al·lèrgia a l'espironolactona i als diürètics tiazídics
	al·lèrgia a l'estanozolol	ca	01012021					al·lèrgia a l'estanozolol	
	al·lèrgia a l'estibogluconat de sodi	ca	01012021					al·lèrgia a l'estibogluconat de sodi	
	al·lèrgia a l'estradiol	ca	01012021					al·lèrgia a l'estradiol	
	al·lèrgia a l'estradiol per via oral	ca	01012021					al·lèrgia a l'estradiol per via oral	
	al·lèrgia a l'estradiol per via tòpica	ca	01012021					al·lèrgia a l'estradiol per via tòpica	
	al·lèrgia a l'estragó (Artemisia dracunculus)||| al·lèrgia al dragonet (Artemisia dracunculus)	ca	01012021					al·lèrgia a l'estragó (Artemisia dracunculus)	al·lèrgia al dragonet (Artemisia dracunculus)
	al·lèrgia a l'estramustina	ca	01012021					al·lèrgia a l'estramustina	
	al·lèrgia a l'estreptocinasa	ca	01012021					al·lèrgia a l'estreptocinasa	
	al·lèrgia a l'estreptocinasa-estreptodornasa	ca	01012021					al·lèrgia a l'estreptocinasa-estreptodornasa	
	al·lèrgia a l'estreptomicina	ca	01012021					al·lèrgia a l'estreptomicina	
	al·lèrgia a l'estriol	ca	01012021					al·lèrgia a l'estriol	
	al·lèrgia a l'estropipat	ca	01012021					al·lèrgia a l'estropipat	
	al·lèrgia a l'etambutol	ca	01012021					al·lèrgia a l'etambutol	
	al·lèrgia a l'etamivan	ca	01012021					al·lèrgia a l'etamivan	
	al·lèrgia a l'etamsilat	ca	01012021					al·lèrgia a l'etamsilat	
	al·lèrgia a l'èter ||| al·lèrgia a l'èter etílic||| al·lèrgia a l'èter anestèsic ||| al·lèrgia a l'èter dietílic	ca	01012021					al·lèrgia a l'èter 	al·lèrgia a l'èter etílic||| al·lèrgia a l'èter anestèsic ||| al·lèrgia a l'èter dietílic
	al·lèrgia a l'etidronat disòdic	ca	01012021					al·lèrgia a l'etidronat disòdic	
	al·lèrgia a l'etidronat disòdic i al carbonat de calci	ca	01012021					al·lèrgia a l'etidronat disòdic i al carbonat de calci	
	al·lèrgia a l'etinilestradiol ||| al·lèrgia a l'etilenestradiol	ca	01012021					al·lèrgia a l'etinilestradiol 	al·lèrgia a l'etilenestradiol
	al·lèrgia a l'etodolac	ca	01012021					al·lèrgia a l'etodolac	
	al·lèrgia a l'etomidat	ca	01012021					al·lèrgia a l'etomidat	
	al·lèrgia a l'etopòsid	ca	01012021					al·lèrgia a l'etopòsid	
	al·lèrgia a l'etosuximida	ca	01012021					al·lèrgia a l'etosuximida	
	al·lèrgia a l'etretinat	ca	01012021					al·lèrgia a l'etretinat	
	al·lèrgia a l'extret de cotxinilla (Dactylopius cactii)	ca	01012021					al·lèrgia a l'extret de cotxinilla (Dactylopius cactii)	
	al·lèrgia a l'halcinonida	ca	01012021					al·lèrgia a l'halcinonida	
	al·lèrgia a l'halibut (Hippoglossus hippoglossus) ||| al·lèrgia a l'halibut (Hippoglossus vulgaris)	ca	01012021					al·lèrgia a l'halibut (Hippoglossus hippoglossus) 	al·lèrgia a l'halibut (Hippoglossus vulgaris)
	al·lèrgia a l'halofantrina	ca	01012021					al·lèrgia a l'halofantrina	
	al·lèrgia a l'haloperidol	ca	01012021					al·lèrgia a l'haloperidol	
	al·lèrgia a l'halotà	ca	01012021					al·lèrgia a l'halotà	
	al·lèrgia a l'heparina	ca	01012021					al·lèrgia a l'heparina	
	al·lèrgia a l'herba badia (Paspalum notatum)	ca	01012021					al·lèrgia a l'herba badia (Paspalum notatum)	
	al·lèrgia a l'hexaclorofè	ca	01012021					al·lèrgia a l'hexaclorofè	
	al·lèrgia a l'hexetidina	ca	01012021					al·lèrgia a l'hexetidina	
	al·lèrgia a l'hidrargafèn	ca	01012021					al·lèrgia a l'hidrargafèn	
	al·lèrgia a l'hidrat de cloral	ca	01012021					al·lèrgia a l'hidrat de cloral	
	al·lèrgia a l'hidròxid d'alumini	ca	01012021					al·lèrgia a l'hidròxid d'alumini	
	al·lèrgia a l'hipurat de metenamina ||| al·lèrgia a l'hipurat d'aminoform	ca	01012021					al·lèrgia a l'hipurat de metenamina 	al·lèrgia a l'hipurat d'aminoform
	al·lèrgia a l'hipurat d'hexametilenamina ||| al·lèrgia a l'hipurat d'hexametilentetramina ||| al·lèrgia a l'hipurat d'hexamina	ca	01012021					al·lèrgia a l'hipurat d'hexametilenamina 	al·lèrgia a l'hipurat d'hexametilentetramina ||| al·lèrgia a l'hipurat d'hexamina
	al·lèrgia a l'holcus llanós (Holcus lanatus)	ca	01012021					al·lèrgia a l'holcus llanós (Holcus lanatus)	
	al·lèrgia a l'homatropina	ca	01012021					al·lèrgia a l'homatropina	
	al·lèrgia a l'ibuprofèn	ca	01012021					al·lèrgia a l'ibuprofèn	
	al·lèrgia a l'ictamol ||| al·lèrgia a l'ictiol||| al·lèrgia a l'ictosulfonat d'amoni ||| al·lèrgia al bituminosulfonat d'amoni	ca	01012021					al·lèrgia a l'ictamol 	al·lèrgia a l'ictiol||| al·lèrgia a l'ictosulfonat d'amoni ||| al·lèrgia al bituminosulfonat d'amoni
	al·lèrgia a l'imidazole	ca	01012021					al·lèrgia a l'imidazole	
	al·lèrgia a l'imipenem	ca	01012021					al·lèrgia a l'imipenem	
	al·lèrgia a l'inositol	ca	01012021					al·lèrgia a l'inositol	
	al·lèrgia a l'interferó alfa-2a ||| al·lèrgia a l'IFN-?-2a ||| al·lèrgia a l'interferó ?-2a	ca	01012021					al·lèrgia a l'interferó alfa-2a 	al·lèrgia a l'IFN-?-2a ||| al·lèrgia a l'interferó ?-2a
	al·lèrgia a l'interferó alfa-2b ||| al·lèrgia a l'IFN-?-2b ||| al·lèrgia a l'interferó ?-2b	ca	01012021					al·lèrgia a l'interferó alfa-2b 	al·lèrgia a l'IFN-?-2b ||| al·lèrgia a l'interferó ?-2b
	al·lèrgia a l'interferó alfa-n1 ||| al·lèrgia a l'IFN-?-n1 ||| al·lèrgia a l'interferó ?-n1	ca	01012021					al·lèrgia a l'interferó alfa-n1 	al·lèrgia a l'IFN-?-n1 ||| al·lèrgia a l'interferó ?-n1
	al·lèrgia a l'interferó gamma-1b ||| al·lèrgia a l'IFN-?-1b||| al·lèrgia a l'interferó ?-1b ||| al·lèrgia a l'interferó de tipus II 1b	ca	01012021					al·lèrgia a l'interferó gamma-1b 	al·lèrgia a l'IFN-?-1b||| al·lèrgia a l'interferó ?-1b ||| al·lèrgia a l'interferó de tipus II 1b
	al·lèrgia a l'ipratropi	ca	01012021					al·lèrgia a l'ipratropi	
	al·lèrgia a l'iprindole	ca	01012021					al·lèrgia a l'iprindole	
	al·lèrgia a l'iroc (Milicia excelsa)	ca	01012021					al·lèrgia a l'iroc (Milicia excelsa)	
	al·lèrgia a l'isetionat de dibrompropamidina	ca	01012021					al·lèrgia a l'isetionat de dibrompropamidina	
	al·lèrgia a l'isetionat de propamidina	ca	01012021					al·lèrgia a l'isetionat de propamidina	
	al·lèrgia a l'isoaminil	ca	01012021					al·lèrgia a l'isoaminil	
	al·lèrgia a l'isoconazole	ca	01012021					al·lèrgia a l'isoconazole	
	al·lèrgia a l'isoflurà	ca	01012021					al·lèrgia a l'isoflurà	
	al·lèrgia a l'L-carnitina	ca	01012021					al·lèrgia a l'L-carnitina	
	al·lèrgia a l'octoxinol	ca	01012021					al·lèrgia a l'octoxinol	
	al·lèrgia a l'octreotida	ca	01012021					al·lèrgia a l'octreotida	
	al·lèrgia a l'ocumé (Aucoumea klaineana) ||| al·lèrgia al gabun (Aucoumea klaineana)	ca	01012021					al·lèrgia a l'ocumé (Aucoumea klaineana) 	al·lèrgia al gabun (Aucoumea klaineana)
	al·lèrgia a l'ofloxacina	ca	01012021					al·lèrgia a l'ofloxacina	
	al·lèrgia a l'olanzapina	ca	01012021					al·lèrgia a l'olanzapina	
	al·lèrgia a l'oli d'ametlla ||| al·lèrgia a l'oli d'ametla	ca	01012021					al·lèrgia a l'oli d'ametlla 	al·lèrgia a l'oli d'ametla
	al·lèrgia a l'oli d'oliva	ca	01012021					al·lèrgia a l'oli d'oliva	
	al·lèrgia a l'oli de cacauet	ca	01012021					al·lèrgia a l'oli de cacauet	
	al·lèrgia a l'oli de coco	ca	01012021					al·lèrgia a l'oli de coco	
	al·lèrgia a l'oli de menta pebrera ||| al·lèrgia a l'oli d'herba-sana ||| al·lèrgia a l'oli de menta piperita ||| al·lèrgia a l'oli de menta romana	ca	01012021					al·lèrgia a l'oli de menta pebrera 	al·lèrgia a l'oli d'herba-sana ||| al·lèrgia a l'oli de menta piperita ||| al·lèrgia a l'oli de menta romana
	al·lèrgia a l'oli de ricí	ca	01012021					al·lèrgia a l'oli de ricí	
	al·lèrgia a l'oli fix	ca	01012021					al·lèrgia a l'oli fix	
	al·lèrgia a l'oliva||| al·lèrgia al fruit de l'oliver (Olea europaea var. europaea) ||| al·lèrgia al fruit de l'olivera (Olea europaea var. europaea)	ca	01012021					al·lèrgia a l'oliva	al·lèrgia al fruit de l'oliver (Olea europaea var. europaea) ||| al·lèrgia al fruit de l'olivera (Olea europaea var. europaea)
	al·lèrgia a l'olivera (Olea europaea) ||| al·lèrgia a l'oliver (Olea europaea) 	ca	01012021					al·lèrgia a l'olivera (Olea europaea) 	al·lèrgia a l'oliver (Olea europaea) 
	al·lèrgia a l'olivereta (Ligustrum vulgare) ||| al·lèrgia a l'albena (Ligustrum vulgare)||| al·lèrgia a l'herba dels fics (Ligustrum vulgare)	ca	01012021					al·lèrgia a l'olivereta (Ligustrum vulgare) 	al·lèrgia a l'albena (Ligustrum vulgare)||| al·lèrgia a l'herba dels fics (Ligustrum vulgare)
	al·lèrgia a l'olsalazina	ca	01012021					al·lèrgia a l'olsalazina	
	al·lèrgia a l'om americà (Ulmus americana)	ca	01012021					al·lèrgia a l'om americà (Ulmus americana)	
	al·lèrgia a l'omeprazole	ca	01012021					al·lèrgia a l'omeprazole	
	al·lèrgia a l'or	ca	01012021					al·lèrgia a l'or	
	al·lèrgia a l'ordi||| al·lèrgia al gra de l'ordi (Hordeum vulgare)	ca	01012021					al·lèrgia a l'ordi	al·lèrgia al gra de l'ordi (Hordeum vulgare)
	al·lèrgia a l'orfenadrina ||| al·lèrgia a la mefenamina	ca	01012021					al·lèrgia a l'orfenadrina 	al·lèrgia a la mefenamina
	al·lèrgia a l'ostra||| al·lèrgia a l'ostra comuna (Ostrea edulis)	ca	01012021					al·lèrgia a l'ostra	al·lèrgia a l'ostra comuna (Ostrea edulis)
	al·lèrgia a l'ovotransferrina	ca	01012021					al·lèrgia a l'ovotransferrina	
	al·lèrgia a l'oxatomida	ca	01012021					al·lèrgia a l'oxatomida	
	al·lèrgia a l'oxazepam	ca	01012021					al·lèrgia a l'oxazepam	
	al·lèrgia a l'oxibuprocaïna	ca	01012021					al·lèrgia a l'oxibuprocaïna	
	al·lèrgia a l'oxibutinina	ca	01012021					al·lèrgia a l'oxibutinina	
	al·lèrgia a l'òxid de mercuri	ca	01012021					al·lèrgia a l'òxid de mercuri	
	al·lèrgia a l'òxid mercúric	ca	01012021					al·lèrgia a l'òxid mercúric	
	al·lèrgia a l'oxifenbutazona	ca	01012021					al·lèrgia a l'oxifenbutazona	
	al·lèrgia a l'oximetazolina	ca	01012021					al·lèrgia a l'oximetazolina	
	al·lèrgia a l'oximetolona	ca	01012021					al·lèrgia a l'oximetolona	
	al·lèrgia a l'oxipertina	ca	01012021					al·lèrgia a l'oxipertina	
	al·lèrgia a l'oxirà ||| al·lèrgia a l'epoxietà||| al·lèrgia a l'òxid d'etilè	ca	01012021					al·lèrgia a l'oxirà 	al·lèrgia a l'epoxietà||| al·lèrgia a l'òxid d'etilè
	al·lèrgia a l'oxitetraciclina ||| al·lèrgia a la hidroxitetraciclina	ca	01012021					al·lèrgia a l'oxitetraciclina 	al·lèrgia a la hidroxitetraciclina
	al·lèrgia a l'oxitocina ||| al·lèrgia a la hipofamina alfa	ca	01012021					al·lèrgia a l'oxitocina 	al·lèrgia a la hipofamina alfa
	al·lèrgia a l'oxitocina-ergometrina||| al·lèrgia a l'oxitocina-ergonovina	ca	01012021					al·lèrgia a l'oxitocina-ergometrina	al·lèrgia a l'oxitocina-ergonovina
	al·lèrgia a l'oxitropi	ca	01012021					al·lèrgia a l'oxitropi	
	al·lèrgia a l'oxprenolol	ca	01012021					al·lèrgia a l'oxprenolol	
	al·lèrgia a la bacampicil·lina	ca	01012021					al·lèrgia a la bacampicil·lina	
	al·lèrgia a la banana i el plàtan (gènere Musa)	ca	01012021					al·lèrgia a la banana i el plàtan (gènere Musa)	
	al·lèrgia a la barrella punxosa (Salsola kali) ||| al·lèrgia a l'espinadella (Salsola kali) ||| al·lèrgia a la barrella espinosa (Salsola kali) ||| al·lèrgia a la sosa (Salsola kali)||| al·lèrgia al salat (Salsola kali)	ca	01012021					al·lèrgia a la barrella punxosa (Salsola kali) 	al·lèrgia a l'espinadella (Salsola kali) ||| al·lèrgia a la barrella espinosa (Salsola kali) ||| al·lèrgia a la sosa (Salsola kali)||| al·lèrgia al salat (Salsola kali)
	al·lèrgia a la beclamida	ca	01012021					al·lèrgia a la beclamida	
	al·lèrgia a la beclometasona	ca	01012021					al·lèrgia a la beclometasona	
	al·lèrgia a la bena adhesiva	ca	01012021					al·lèrgia a la bena adhesiva	
	al·lèrgia a la bendroflumetiazida||| al·lèrgia a la bendrofluazida	ca	01012021					al·lèrgia a la bendroflumetiazida	al·lèrgia a la bendrofluazida
	al·lèrgia a la benserazida-levodopa	ca	01012021					al·lèrgia a la benserazida-levodopa	
	al·lèrgia a la benzatropina	ca	01012021					al·lèrgia a la benzatropina	
	al·lèrgia a la benzilpenicil·lina ||| al·lèrgia a la penicil·lina G	ca	01012021					al·lèrgia a la benzilpenicil·lina 	al·lèrgia a la penicil·lina G
	al·lèrgia a la benzilpenicil·lina benetamínica ||| al·lèrgia a la penicil·lina benetamina ||| al·lèrgia a la penicil·lina G benetamínica	ca	01012021					al·lèrgia a la benzilpenicil·lina benetamínica 	al·lèrgia a la penicil·lina benetamina ||| al·lèrgia a la penicil·lina G benetamínica
	al·lèrgia a la benzilpenicil·lina benzatina	ca	01012021					al·lèrgia a la benzilpenicil·lina benzatina	
	al·lèrgia a la benzilpenicil·lina procaínica ||| al·lèrgia a la benzilpenicil·lina procaïna ||| al·lèrgia a la penicil·lina G procaïna	ca	01012021					al·lèrgia a la benzilpenicil·lina procaínica 	al·lèrgia a la benzilpenicil·lina procaïna ||| al·lèrgia a la penicil·lina G procaïna
	al·lèrgia a la benzocaïna ||| al·lèrgia a l'anestesina	ca	01012021					al·lèrgia a la benzocaïna 	al·lèrgia a l'anestesina
	al·lèrgia a la betahistina	ca	01012021					al·lèrgia a la betahistina	
	al·lèrgia a la betametasona	ca	01012021					al·lèrgia a la betametasona	
	al·lèrgia a la betanidina	ca	01012021					al·lèrgia a la betanidina	
	al·lèrgia a la bicalutamida	ca	01012021					al·lèrgia a la bicalutamida	
	al·lèrgia a la bleda (Beta vulgaris) ||| al·lèrgia a la bledera (Beta vulgaris)	ca	01012021					al·lèrgia a la bleda (Beta vulgaris) 	al·lèrgia a la bledera (Beta vulgaris)
	al·lèrgia a la bleda-rave (Beta vulgaris var. rapa) ||| al·lèrgia a la remolatxa (Beta vulgaris var. rapa) ||| al·lèrgia al ravebleda (Beta vulgaris var. rapa)	ca	01012021					al·lèrgia a la bleda-rave (Beta vulgaris var. rapa) 	al·lèrgia a la remolatxa (Beta vulgaris var. rapa) ||| al·lèrgia al ravebleda (Beta vulgaris var. rapa)
	al·lèrgia a la bleomicina	ca	01012021					al·lèrgia a la bleomicina	
	al·lèrgia a la bromelaïna	ca	01012021					al·lèrgia a la bromelaïna	
	al·lèrgia a la bromfeniramina	ca	01012021					al·lèrgia a la bromfeniramina	
	al·lèrgia a la bromocriptina	ca	01012021					al·lèrgia a la bromocriptina	
	al·lèrgia a la budesonida	ca	01012021					al·lèrgia a la budesonida	
	al·lèrgia a la budesonida per via tòpica	ca	01012021					al·lèrgia a la budesonida per via tòpica	
	al·lèrgia a la bumetanida	ca	01012021					al·lèrgia a la bumetanida	
	al·lèrgia a la bupivacaïna	ca	01012021					al·lèrgia a la bupivacaïna	
	al·lèrgia a la buprenorfina	ca	01012021					al·lèrgia a la buprenorfina	
	al·lèrgia a la buserelina	ca	01012021					al·lèrgia a la buserelina	
	al·lèrgia a la buspirona	ca	01012021					al·lèrgia a la buspirona	
	al·lèrgia a la butriptilina	ca	01012021					al·lèrgia a la butriptilina	
	al·lèrgia a la cabergolina	ca	01012021					al·lèrgia a la cabergolina	
	al·lèrgia a la cafeïna	ca	01012021					al·lèrgia a la cafeïna	
	al·lèrgia a la calamina	ca	01012021					al·lèrgia a la calamina	
	al·lèrgia a la calcitonina ||| al·lèrgia a la tirocalcitonina	ca	01012021					al·lèrgia a la calcitonina 	al·lèrgia a la tirocalcitonina
	al·lèrgia a la calcitonina de salmó ||| al·lèrgia a la sacaltonina	ca	01012021					al·lèrgia a la calcitonina de salmó 	al·lèrgia a la sacaltonina
	al·lèrgia a la calcitonina porcina	ca	01012021					al·lèrgia a la calcitonina porcina	
	al·lèrgia a la camamilla (Matricaria recutita)||| al·lèrgia a la camamil·la (Matricaria recutita)  ||| al·lèrgia a la maçanella (Matricaria recutita)||| al·lèrgia a la majola (Matricaria recutita) ||| al·lèrgia a la majola (Matricaria recutita) ||| al·lèrgia a la matricària (Matricaria recutita)	ca	01012021					al·lèrgia a la camamilla (Matricaria recutita)	al·lèrgia a la camamil·la (Matricaria recutita)  ||| al·lèrgia a la maçanella (Matricaria recutita)||| al·lèrgia a la majola (Matricaria recutita) ||| al·lèrgia a la majola (Matricaria recutita) ||| al·lèrgia a la matricària (Matricaria recutita)
	al·lèrgia a la canyella||| al·lèrgia a l'escorça del canyeller (Cinnamomum verum)	ca	01012021					al·lèrgia a la canyella	al·lèrgia a l'escorça del canyeller (Cinnamomum verum)
	al·lèrgia a la canyota (Sorghum halepense) ||| al·lèrgia a la milloca (Sorghum halepense) ||| al·lèrgia al canyot (Sorghum halepense)	ca	01012021					al·lèrgia a la canyota (Sorghum halepense) 	al·lèrgia a la milloca (Sorghum halepense) ||| al·lèrgia al canyot (Sorghum halepense)
	al·lèrgia a la capreomicina	ca	01012021					al·lèrgia a la capreomicina	
	"al·lèrgia a la carabassa ||| al·lèrgia a la carbassa

||| al·lèrgia al fruit de la carabassera (Cucurbita pepo) ||| al·lèrgia al fruit de la carabassera (Cucurbita pepo) ||| al·lèrgia al fruit del carabasser (Cucurbita pepo)|||  al·lèrgia al fruit del carbasser (Cucurbita pepo)"	ca	01012021					al·lèrgia a la carabassa 	"al·lèrgia a la carbassa

||| al·lèrgia al fruit de la carabassera (Cucurbita pepo) ||| al·lèrgia al fruit de la carabassera (Cucurbita pepo) ||| al·lèrgia al fruit del carabasser (Cucurbita pepo)|||  al·lèrgia al fruit del carbasser (Cucurbita pepo)"
